k_wil;k_kec;n_kec;k_desa;n_desa;k_sls;k_subsls;n_sls
1,21E+15;72;SIANTAR NARUMONDA;1;NARUMONDA V;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;1;NARUMONDA V;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;2;NARUMONDA VI;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;2;NARUMONDA VI;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;2;NARUMONDA VI;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;3;NARUMONDA VII;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;3;NARUMONDA VII;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;3;NARUMONDA VII;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;4;NARUMONDA VIII;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;4;NARUMONDA VIII;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;4;NARUMONDA VIII;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;5;SIANTAR SITIOTIO;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;5;SIANTAR SITIOTIO;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;6;NARUMONDA I;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;6;NARUMONDA I;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;6;NARUMONDA I;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;7;NARUMONDA II;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;7;NARUMONDA II;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;7;NARUMONDA II;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;8;NARUMONDA III;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;8;NARUMONDA III;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;8;NARUMONDA III;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;9;NARUMONDA IV;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;9;NARUMONDA IV;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;9;NARUMONDA IV;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;10;SIANTAR TONGA TONGA II;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;10;SIANTAR TONGA TONGA II;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;10;SIANTAR TONGA TONGA II;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;11;SIANTAR DANGSINA;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;11;SIANTAR DANGSINA;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;11;SIANTAR DANGSINA;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;12;SIANTAR TONGA TONGA I;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;12;SIANTAR TONGA TONGA I;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;12;SIANTAR TONGA TONGA I;3;0;DUSUN 3
1,21E+15;72;SIANTAR NARUMONDA;13;SIANTAR SIGORDANG;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;13;SIANTAR SIGORDANG;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;14;SIANTAR TONGA TONGA III;1;0;DUSUN 1
1,21E+15;72;SIANTAR NARUMONDA;14;SIANTAR TONGA TONGA III;2;0;DUSUN 2
1,21E+15;72;SIANTAR NARUMONDA;14;SIANTAR TONGA TONGA III;3;0;DUSUN 3
1,21E+15;73;PARMAKSIAN;1;SIANTAR UTARA;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;1;SIANTAR UTARA;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;1;SIANTAR UTARA;3;0;DUSUN 3
1,21E+15;73;PARMAKSIAN;2;DOLOK NAULI;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;2;DOLOK NAULI;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;3;JONGGI MANULUS;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;3;JONGGI MANULUS;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;4;BANJAR GANJANG;1;0;DUSUN 001
1,21E+15;73;PARMAKSIAN;4;BANJAR GANJANG;2;0;DUSUN 002
1,21E+15;73;PARMAKSIAN;4;BANJAR GANJANG;3;0;DUSUN 003
1,21E+15;73;PARMAKSIAN;4;BANJAR GANJANG;4;0;DUSUN 004
1,21E+15;73;PARMAKSIAN;5;PANGOMBUSAN;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;5;PANGOMBUSAN;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;5;PANGOMBUSAN;3;0;DUSUN 3
1,21E+15;73;PARMAKSIAN;6;LUMBAN SITORUS;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;6;LUMBAN SITORUS;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;7;BIUS GU BARAT;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;7;BIUS GU BARAT;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;7;BIUS GU BARAT;3;0;DUSUN 3
1,21E+15;73;PARMAKSIAN;8;LUMBAN HUALA;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;8;LUMBAN HUALA;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;8;LUMBAN HUALA;3;0;DUSUN 3
1,21E+15;73;PARMAKSIAN;9;TANGGA BATU II;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;9;TANGGA BATU II;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;10;TANGGA BATU I;1;1;DUSUN 1
1,21E+15;73;PARMAKSIAN;10;TANGGA BATU I;1;2;DUSUN 1
1,21E+15;73;PARMAKSIAN;10;TANGGA BATU I;2;0;DUSUN 2
1,21E+15;73;PARMAKSIAN;10;TANGGA BATU I;3;0;DUSUN 3
1,21E+15;73;PARMAKSIAN;10;TANGGA BATU I;4;0;DUSUN 4
1,21E+15;73;PARMAKSIAN;11;LUMBAN MANURUNG;1;0;DUSUN 1
1,21E+15;73;PARMAKSIAN;11;LUMBAN MANURUNG;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;18;SIBARUANG;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;18;SIBARUANG;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;18;SIBARUANG;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;25;JANGGA TORUAN;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;25;JANGGA TORUAN;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;25;JANGGA TORUAN;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;25;JANGGA TORUAN;4;0;DUSUN 4
1,21E+15;80;LUMBAN JULU;26;JANGGA DOLOK;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;26;JANGGA DOLOK;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;26;JANGGA DOLOK;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;27;HATINGGIAN;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;27;HATINGGIAN;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;28;LINTONG JULU;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;28;LINTONG JULU;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;28;LINTONG JULU;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;29;PASAR LUMBAN JULU;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;29;PASAR LUMBAN JULU;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;29;PASAR LUMBAN JULU;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;30;SIONGGANG UTARA;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;30;SIONGGANG UTARA;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;30;SIONGGANG UTARA;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;30;SIONGGANG UTARA;4;0;DUSUN 4
1,21E+15;80;LUMBAN JULU;31;SIONGGANG TENGAH;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;31;SIONGGANG TENGAH;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;31;SIONGGANG TENGAH;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;32;SIONGGANG SELATAN;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;32;SIONGGANG SELATAN;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;33;HUTANAMORA;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;33;HUTANAMORA;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;34;JONGGI NIHUTA;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;34;JONGGI NIHUTA;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;35;AEK NATOLU JAYA;1;0;DUSUN 1
1,21E+15;80;LUMBAN JULU;35;AEK NATOLU JAYA;2;0;DUSUN 2
1,21E+15;80;LUMBAN JULU;35;AEK NATOLU JAYA;3;0;DUSUN 3
1,21E+15;80;LUMBAN JULU;35;AEK NATOLU JAYA;4;0;DUSUN 4
1,21E+15;81;ULUAN;1;SIREGAR AEK NALAS;1;0;DUSUN 1 HUTABOLON
1,21E+15;81;ULUAN;1;SIREGAR AEK NALAS;2;0;DUSUN 2 TINGGIRAN
1,21E+15;81;ULUAN;1;SIREGAR AEK NALAS;3;0;DUSUN 3 TOBA HOLBUNG
1,21E+15;81;ULUAN;2;SIGAOL BARAT;1;0;DUSUN 1
1,21E+15;81;ULUAN;2;SIGAOL BARAT;2;0;DUSUN 2
1,21E+15;81;ULUAN;2;SIGAOL BARAT;3;0;DUSUN 3
1,21E+15;81;ULUAN;3;SIGAOL TIMUR;1;0;DUSUN 1 HUTAGURGUR
1,21E+15;81;ULUAN;3;SIGAOL TIMUR;2;0;DUSUN 2 SIGODANG RERE
1,21E+15;81;ULUAN;3;SIGAOL TIMUR;3;0;DUSUN 3 LUMBAN HOLBUNG
1,21E+15;81;ULUAN;4;MAROM;1;0;DUSUN 1 TIMUR
1,21E+15;81;ULUAN;4;MAROM;2;0;DUSUN 2 TONGA
1,21E+15;81;ULUAN;4;MAROM;3;0;DUSUN 3 BARAT
1,21E+15;81;ULUAN;5;SIBUNTUON;1;0;DUSUN 1
1,21E+15;81;ULUAN;5;SIBUNTUON;2;0;DUSUN 2
1,21E+15;81;ULUAN;5;SIBUNTUON;3;0;DUSUN 3
1,21E+15;81;ULUAN;6;DOLOK SARIBU JANJI MATOGU;1;0;DUSUN 1 DOLOKSARIBU
1,21E+15;81;ULUAN;6;DOLOK SARIBU JANJI MATOGU;2;0;DUSUN 2 LBN NATINGGIR
1,21E+15;81;ULUAN;7;PARTOR JANJI MATOGU;1;0;DUSUN 1
1,21E+15;81;ULUAN;7;PARTOR JANJI MATOGU;2;0;DUSUN 2
1,21E+15;81;ULUAN;7;PARTOR JANJI MATOGU;3;0;DUSUN 3
1,21E+15;81;ULUAN;8;PARBAGASAN JANJI MATOGU;1;0;DUSUN 1 PARBAGASAN
1,21E+15;81;ULUAN;8;PARBAGASAN JANJI MATOGU;2;0;DUSUN 2 SOSOR DOLOK
1,21E+15;81;ULUAN;9;PARTORUAN JANJI MATOGU;1;0;DUSUN 1
1,21E+15;81;ULUAN;9;PARTORUAN JANJI MATOGU;2;0;DUSUN 2
1,21E+15;81;ULUAN;9;PARTORUAN JANJI MATOGU;3;0;DUSUN 3
1,21E+15;81;ULUAN;10;PARHABINSARAN JANJI MATOGU;1;0;DUSUN 1 TANORO
1,21E+15;81;ULUAN;10;PARHABINSARAN JANJI MATOGU;2;0;DUSUN 2 SILANGIT
1,21E+15;81;ULUAN;10;PARHABINSARAN JANJI MATOGU;3;0;DUSUN 3 JANJI MARIA
1,21E+15;81;ULUAN;11;LUMBAN BINANGA;1;0;DUSUN 1
1,21E+15;81;ULUAN;11;LUMBAN BINANGA;2;0;DUSUN 2
1,21E+15;81;ULUAN;11;LUMBAN BINANGA;3;0;DUSUN 3
1,21E+15;81;ULUAN;12;LUMBAN HOLBUNG LUMBAN NABOLON;1;0;DUSUN 1 HUTA BATU
1,21E+15;81;ULUAN;12;LUMBAN HOLBUNG LUMBAN NABOLON;2;0;DUSUN 2 HUTABULU
1,21E+15;81;ULUAN;12;LUMBAN HOLBUNG LUMBAN NABOLON;3;0;DUSUN 3 LUMBAN HOLBUNG
1,21E+15;81;ULUAN;13;LUMBAN NABOLON;1;0;DUSUN 1
1,21E+15;81;ULUAN;13;LUMBAN NABOLON;2;0;DUSUN 2
1,21E+15;81;ULUAN;13;LUMBAN NABOLON;3;0;DUSUN 3
1,21E+15;81;ULUAN;13;LUMBAN NABOLON;4;0;DUSUN 4
1,21E+15;81;ULUAN;15;DOLOK NAGODANG;1;0;DUSUN 1 DOLOK NAGODANG
1,21E+15;81;ULUAN;15;DOLOK NAGODANG;2;0;DUSUN 2 LBN LINTONG
1,21E+15;81;ULUAN;15;DOLOK NAGODANG;3;0;DUSUN 3 SOSOR SILOBU
1,21E+15;81;ULUAN;16;PARIK;1;0;DUSUN 1 PARGODUNGAN
1,21E+15;81;ULUAN;16;PARIK;2;0;DUSUN 2 PAGORDANG
1,21E+15;81;ULUAN;16;PARIK;3;0;DUSUN 3 LUMBAN LOBU PARIK
1,21E+15;81;ULUAN;17;DOLOK SARIBU LUMBAN NABOLON;1;0;DUSUN 1 LBN PALIA
1,21E+15;81;ULUAN;17;DOLOK SARIBU LUMBAN NABOLON;2;0;DUSUN 2 LBN SIRAIT
1,21E+15;81;ULUAN;17;DOLOK SARIBU LUMBAN NABOLON;3;0;DUSUN 3 PARBAGASAN
1,21E+15;81;ULUAN;17;DOLOK SARIBU LUMBAN NABOLON;4;0;DUSUN 4 PARDAPDAP
1,21E+15;81;ULUAN;18;SAMPUARA;1;0;DUSUN 1 SAMPUARA
1,21E+15;81;ULUAN;18;SAMPUARA;2;0;DUSUN 2 SAITNIHUTA
1,21E+15;81;ULUAN;18;SAMPUARA;3;0;DUSUN 3 GOPGOPAN
1,21E+15;81;ULUAN;18;SAMPUARA;4;0;DUSUN 4 PANAMEAN
1,21E+15;82;AJIBATA;1;SIRUNGKUNGON;1;0;DUSUN 1
1,21E+15;82;AJIBATA;1;SIRUNGKUNGON;2;0;DUSUN 2
1,21E+15;82;AJIBATA;1;SIRUNGKUNGON;3;0;DUSUN 3
1,21E+15;82;AJIBATA;1;SIRUNGKUNGON;4;0;DUSUN 4
1,21E+15;82;AJIBATA;2;PARSAORAN SIBISA;1;0;DUSUN 1
1,21E+15;82;AJIBATA;2;PARSAORAN SIBISA;2;0;DUSUN 2
1,21E+15;82;AJIBATA;2;PARSAORAN SIBISA;3;0;DUSUN 3
1,21E+15;82;AJIBATA;3;PARDAMEAN SIBISA;1;0;DUSUN 1
1,21E+15;82;AJIBATA;3;PARDAMEAN SIBISA;2;0;DUSUN 2
1,21E+15;82;AJIBATA;3;PARDAMEAN SIBISA;3;0;DUSUN 3
1,21E+15;82;AJIBATA;4;SIGAPITON;1;0;DUSUN 1
1,21E+15;82;AJIBATA;4;SIGAPITON;2;0;DUSUN 2
1,21E+15;82;AJIBATA;4;SIGAPITON;3;0;DUSUN 3
1,21E+15;82;AJIBATA;5;HORSIK;1;0;DUSUN 1
1,21E+15;82;AJIBATA;5;HORSIK;2;0;DUSUN 2
1,21E+15;82;AJIBATA;5;HORSIK;3;0;DUSUN 3
1,21E+15;82;AJIBATA;5;HORSIK;4;0;DUSUN 4
1,21E+15;82;AJIBATA;6;MOTUNG;1;0;DUSUN 1
1,21E+15;82;AJIBATA;6;MOTUNG;2;0;DUSUN 2
1,21E+15;82;AJIBATA;7;PARSAORAN AJIBATA;3;0;RW 1 RT 1
1,21E+15;82;AJIBATA;7;PARSAORAN AJIBATA;4;0;RW 1 RT 2
1,21E+15;82;AJIBATA;7;PARSAORAN AJIBATA;5;0;RW 1 RT 3
1,21E+15;82;AJIBATA;7;PARSAORAN AJIBATA;6;0;RW 2 RT 1
1,21E+15;82;AJIBATA;7;PARSAORAN AJIBATA;7;0;RW 2 RT 2
1,21E+15;82;AJIBATA;7;PARSAORAN AJIBATA;8;0;RW 2 RT 3
1,21E+15;82;AJIBATA;8;PARDOMUAN AJIBATA;1;0;DUSUN 1
1,21E+15;82;AJIBATA;8;PARDOMUAN AJIBATA;2;0;DUSUN 2
1,21E+15;82;AJIBATA;9;PARDAMEAN AJIBATA;1;0;DUSUN 1
1,21E+15;82;AJIBATA;9;PARDAMEAN AJIBATA;2;0;DUSUN 2
1,21E+15;82;AJIBATA;9;PARDAMEAN AJIBATA;3;0;DUSUN 3
1,21E+15;82;AJIBATA;9;PARDAMEAN AJIBATA;4;0;DUSUN 4
1,21E+15;82;AJIBATA;9;PARDAMEAN AJIBATA;5;0;DUSUN 5
1,21E+15;82;AJIBATA;10;PARDOMUAN MOTUNG;1;0;DUSUN 1
1,21E+15;82;AJIBATA;10;PARDOMUAN MOTUNG;2;0;DUSUN 2
1,21E+15;82;AJIBATA;10;PARDOMUAN MOTUNG;3;0;DUSUN 3
1,21E+15;83;BONATUA LUNASI;1;SIBADIHON;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;1;SIBADIHON;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;2;NAGA TIMBUL;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;2;NAGA TIMBUL;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;3;HARUNGGUAN;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;3;HARUNGGUAN;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;4;LUMBAN LOBU;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;4;LUMBAN LOBU;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;5;SINAR SABUNGAN;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;5;SINAR SABUNGAN;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;5;SINAR SABUNGAN;3;0;DUSUN 3
1,21E+15;83;BONATUA LUNASI;5;SINAR SABUNGAN;4;0;DUSUN 4
1,21E+15;83;BONATUA LUNASI;6;SIHIONG;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;6;SIHIONG;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;6;SIHIONG;3;0;DUSUN 3
1,21E+15;83;BONATUA LUNASI;8;SILAMOSIK II;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;8;SILAMOSIK II;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;11;NAGA TIMBUL TIMUR;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;11;NAGA TIMBUL TIMUR;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;11;NAGA TIMBUL TIMUR;3;0;DUSUN 3
1,21E+15;83;BONATUA LUNASI;12;LUMBAN SANGKALAN;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;12;LUMBAN SANGKALAN;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;13;PARTORUAN LUMBAN LOBU;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;13;PARTORUAN LUMBAN LOBU;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;13;PARTORUAN LUMBAN LOBU;3;0;DUSUN 3
1,21E+15;83;BONATUA LUNASI;14;PARDOLOK LUMBAN LOBU;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;14;PARDOLOK LUMBAN LOBU;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;14;PARDOLOK LUMBAN LOBU;3;0;DUSUN 3
1,21E+15;83;BONATUA LUNASI;15;SILOMBU;1;0;DUSUN 1
1,21E+15;83;BONATUA LUNASI;15;SILOMBU;2;0;DUSUN 2
1,21E+15;83;BONATUA LUNASI;15;SILOMBU;3;0;DUSUN 3
